0,31,204,102,102
0,32,206,103,106
0,33,206,103,106
0,34,206,102,104
0,39,207,102,106
0,40,206,103,106
0,41,206,101,105
1,31,204,102,102
1,32,206,103,106
1,33,206,103,106
1,34,206,102,106
1,35,255,0,0
1,39,207,102,106
1,40,206,103,106
1,41,206,101,105
2,3,176,232,59
2,4,176,232,59
2,5,176,232,59
2,6,176,232,59
2,7,176,232,59
2,8,176,232,59
2,9,176,232,59
2,10,176,232,59
2,11,176,232,59
2,12,176,232,59
2,13,176,232,58
2,31,204,102,102
2,32,206,103,106
2,33,205,103,106
2,34,206,103,106
2,35,207,102,105
2,39,207,102,106
2,40,206,103,106
2,41,206,101,105
3,3,176,231,57
3,4,175,231,58
3,5,175,231,58
3,6,175,231,58
3,7,176,231,58
3,8,176,232,59
3,9,176,231,59
3,10,175,231,58
3,11,175,231,58
3,12,175,231,58
3,13,177,233,59
3,31,204,102,102
3,32,206,103,106
3,33,206,102,105
3,34,205,102,105
3,35,205,102,106
3,39,207,102,106
3,40,206,103,106
3,41,206,101,105
4,7,176,232,57
4,8,176,232,59
4,9,175,231,58
4,17,207,177,26
4,18,208,175,26
4,19,207,175,26
4,25,211,177,22
4,26,207,175,25
4,27,208,175,26
4,31,204,102,102
4,32,206,103,106
4,33,205,103,106
4,34,205,103,106
4,35,206,102,105
4,36,205,100,106
4,39,207,102,106
4,40,206,103,106
4,41,206,101,105
5,7,176,232,57
5,8,176,232,59
5,9,175,231,58
5,18,207,174,25
5,19,207,175,25
5,25,208,174,25
5,26,208,175,26
5,27,207,176,22
5,31,204,102,102
5,32,206,103,106
5,33,206,103,106
5,34,210,102,108
5,35,206,103,106
5,36,206,102,105
5,39,207,102,106
5,40,206,103,106
5,41,206,101,105
6,7,176,232,57
6,8,176,232,59
6,9,175,231,58
6,18,208,175,24
6,19,208,175,26
6,20,211,177,25
6,25,208,175,26
6,26,207,174,25
6,31,204,102,102
6,32,206,103,106
6,33,206,102,105
6,35,206,103,105
6,36,206,102,106
6,37,207,96,112
6,39,207,102,106
6,40,206,103,106
6,41,206,101,105
7,7,176,232,57
7,8,176,232,59
7,9,175,231,58
7,18,206,182,24
7,19,207,174,25
7,20,208,175,26
7,24,208,178,24
7,25,208,175,26
7,26,208,175,24
7,31,204,102,102
7,32,206,103,106
7,33,206,102,105
7,35,205,103,106
7,36,206,103,106
7,37,206,102,106
7,39,207,102,106
7,40,206,103,106
7,41,206,101,105
8,7,176,232,57
8,8,176,232,59
8,9,175,231,58
8,19,208,175,25
8,20,207,175,26
8,21,204,204,0
8,24,207,176,26
8,25,207,174,25
8,26,206,182,24
8,31,204,102,102
8,32,206,103,106
8,33,206,102,105
8,35,255,85,85
8,36,205,102,105
8,37,206,102,106
8,38,255,128,128
8,39,207,102,106
8,40,206,103,106
8,41,206,101,105
9,7,176,232,57
9,8,176,232,59
9,9,175,231,58
9,19,209,174,25
9,20,208,175,26
9,21,207,175,26
9,23,255,255,0
9,24,208,174,26
9,25,207,174,25
9,31,204,102,102
9,32,206,103,106
9,33,206,102,105
9,36,206,103,105
9,37,206,103,106
9,38,207,103,107
9,39,206,103,105
9,40,206,103,106
9,41,206,101,105
10,7,176,232,57
10,8,176,232,59
10,9,175,231,58
10,19,255,255,0
10,20,208,175,26
10,21,208,175,25
10,23,207,174,26
10,24,208,175,26
10,25,209,174,25
10,31,204,102,102
10,32,206,103,106
10,33,206,102,105
10,36,213,99,99
10,37,205,103,106
10,38,205,102,106
10,39,205,102,106
10,40,206,103,106
10,41,206,101,105
11,7,176,232,57
11,8,176,232,59
11,9,175,231,58
11,20,208,174,26
11,21,207,174,25
11,22,210,180,15
11,23,207,174,25
11,24,207,175,25
11,25,255,255,0
11,31,204,102,102
11,32,206,103,106
11,33,206,102,105
11,37,206,103,106
11,38,206,103,106
11,39,206,103,106
11,40,206,103,106
11,41,206,101,105
12,7,176,232,57
12,8,176,232,59
12,9,175,231,58
12,20,214,173,25
12,21,208,174,25
12,22,208,174,26
12,23,208,175,26
12,24,207,175,26
12,31,204,102,102
12,32,206,103,106
12,33,206,102,105
12,37,205,100,105
12,38,206,103,106
12,39,206,102,105
12,40,206,103,106
12,41,206,101,105
13,7,176,232,57
13,8,176,232,59
13,9,175,231,58
13,21,207,174,25
13,22,208,175,26
13,23,208,174,25
13,24,214,173,25
13,31,204,102,102
13,32,206,103,106
13,33,206,102,105
13,38,206,103,106
13,39,206,103,106
13,40,206,103,106
13,41,206,101,105
14,7,176,232,57
14,8,176,232,59
14,9,175,231,58
14,21,208,175,24
14,22,208,175,26
14,23,208,175,25
14,31,204,102,102
14,32,206,103,106
14,33,206,102,105
14,38,206,101,104
14,39,206,103,106
14,40,206,103,106
14,41,206,101,105
